ID,Name
3099,[Class] Accursed
3100,Knight
3101,Warrior
3102,Thief
3103,Dragon Acolyte
3104,Wayfarer
3105,Gravetender
3106,Sorcerer
3107,Pyromancer
3108,Cleric
3109,Deprived
3500,null
3501,null
9000,9000: [Default] GC version (GRIFFITH) [Default equipment]
9100,null
9200,null
21000,Slave Knight Gael [Ariandel]
21002,Slave Knight Gael [Cathedral of the Deep]
21005,Slave Knight Gael [Dreg Heap]
21100,Sir Vilhelm [Ariandel]
21140,Sir Vilhelm [Ariandel]
21200,Livid Pyromancer Dunnel
21400,Amnesiac Lapp
21401,Amnesiac Lapp [Dreg Heap]
21420,Amnesiac Lapp [Dreg Heap]
21421,Amnesiac Lapp
21440,Amnesiac Lapp
21500,Shira- Knight of Filianore
21520,Shira- Knight of Filianore
21540,Shira- Knight of Filianore
21640,Antiquated NPC
21700,Painting Guardian
21800,Halflight
21940,Desert Pyromancer Zoey [Dreg Heap]
22000,Amnesiac Lapp [Unmasked]
22140,Silver Knight Ledo
22240,Alva- Seeker of the Spurned
22340,Eygon of Carim
24700,Butcher [Road of Sacrifices]
24800,Greirat of the Undead Settlement
24801,Greirat of the Undead Settlement [Firelink Shrine]
24802,Greirat of the Undead Settlement [Irithyll]
24803,Greirat of the Undead Settlement [Grand Archives]
25000,Yuria of Londor [Firelink Shrine]
25020,Yuria of Londor - White Phantom [Kiln of the First Flame]
25100,Hawkwood the Deserter [Firelink Shrine]
25101,Hawkwood the Deserter [Farron Keep]
25120,Hawkwood the Deserter
25121,Hawkwood the Deserter [Archdragon Peak]
25200,Sirris of the Sunless Realms [Firelink Shrine]
25201,Sirris of the Sunless Realms [Undead Settlement]
25202,Sirris of the Sunless Realms [Irithyll]
25203,Sirris of the Sunless Realms [Undead Settlement]
25204,Sirris of the Sunless Realms [Firelink Shrine]
25220,Sirris of the Sunless Realms [Cathedral of the Deep]
25221,Sirris of the Sunless Realms - White Phantom [Farron Keep]
25222,Sirris of the Sunless Realms - White Phantom [Lothric Castle]
25223,Sirris of the Sunless Realms - White Phantom [Grand Archives]
25300,Ringfinger Leonhard [Firelink Shrine]
25301,Ringfinger Leonhard [Cathedral of the Deep]
25302,Ringfinger Leonhard [Irithyll]
25400,Orbeck of Vinheim [Road of Sacrifices]
25401,Orbeck of Vinheim [Firelink Shrine]
25402,Orbeck of Vinheim
25420,Orbeck of Vinheim
25500,Cornyx of the Great Swamp [Undead Settlement]
25501,Cornyx of the Great Swamp [Firelink Shrine]
25600,Karla [Irithyll Dungeon]
25601,Karla [Firelink Shrine]
25700,Irina of Carim [Undead Settlement]
25701,Irina of Carim [Firelink Shrine]
25702,Irina of Carim [Firelink Shrine]
25703,Irina of Carim [Firelink Shrine]
25800,Eygon of Carim [Undead Settlement]
25801,Eygon of Carim [Firelink Shrine]
25802,Eygon of Carim [Firelink Shrine]
25820,Eygon of Carim - White Phantom [Road of Sacrifices]
25821,Eygon of Carim - White Phantom [Lothric Castle]
25900,null
26000,Anri of Astora - Male [Road of Sacrifices]
26001,Anri of Astora - Male [Firelink Shrine]
26002,Anri of Astora - Male [Catacombs of Carthus]
26003,Anri of Astora - Male [Catacombs of Carthus]
26004,Anri of Astora - Male [Catacombs of Carthus]
26005,Anri of Astora - Male [Catacombs of Carthus]
26006,Anri of Astora - Male [Irithyll]
26007,Anri of Astora - Male [Irithyll]
26008,Anri of Astora - Male [Irithyll]
26009,Anri of Astora - Male [Cathedral of the Deep]
26020,Anri of Astora - Male [Irithyll]
26021,Anri of Astora - Male [Cathedral of the Deep]
26050,Anri of Astora - Female [Road of Sacrifices]
26051,Anri of Astora - Female [Firelink Shrine]
26052,Anri of Astora - Female [Catacombs of Carthus]
26053,Anri of Astora - Female [Catacombs of Carthus]
26054,Anri of Astora - Female [Catacombs of Carthus]
26055,Anri of Astora - Female [Catacombs of Carthus]
26056,Anri of Astora - Female [Irithyll]
26057,Anri of Astora - Female [Irithyll]
26058,Anri of Astora - Female [Irithyll]
26059,Anri of Astora - Female [Cathedral of the Deep]
26070,Anri of Astora - Female [Irithyll]
26071,Anri of Astora - Female  [Cathedral of the Deep]
26100,Patches [Cathedral of the Deep]
26101,Patches [Cathedral of the Deep]
26102,Patches [Cathedral of the Deep]
26103,Patches [Firelink Shrine]
26104,Patches [Firelink Shrine]
26200,Siegward of Catarina [Undead Settlement]
26201,Siegward of Catarina [Undead Settlement]
26202,Siegward of Catarina [Irithyll]
26203,Siegward of Catarina [Irithyll Dungeon]
26204,Siegward of Catarina [Irithyll Dungeon]
26209,Siegward of Catarina
26300,Horace the Hushed [Road of Sacrifices]
26301,Horace the Hushed [Firelink Shrine]
26302,Horace the Hushed [Smouldering Lake]
26320,Horace the Hushed [Cathedral of the Deep]
27300,Sword Master [Firelink Shrine]
27320,Sword Master
27321,Sword Master [Untended Graves]
27420,Yellowfinger Heysel - Red Phantom [Farron Keep]
27440,Yellowfinger Heysel - Red Phantom [Road of Sacrifices]
27441,Yellowfinger Heysel - Red Phantom [Farron Keep]
27500,Black Hand Kamui [Grand Archives]
27520,Black Hand Gotthard - White Phantom [Farron Keep]
27521,Black Hand Gotthard - White Phantom [Irithyll]
27600,Great Swamp Cuculus
27620,Great Swamp Cuculus - White Phantom [Smouldering Lake]
27700,Holy Knight Hodrick [Undead Settlement]
27701,Holy Knight Hodrick [Undead Settlement]
27720,Holy Knight Hodrick - Mad Phantom [Road of Sacrifices]
27740,Holy Knight Hodrick - Mad Phantom [Undead Settlement]
27800,Londor Pale Shade
27820,Londor Pale Shade - White Phantom [Farron Keep]
27821,Londor Pale Shade - White Phantom [Irithyll]
27822,Londor Pale Shade - White Phantom [Kiln of the First Flame]
27890,Londor Pale Shade - Red Phantom [Farron Keep]
27891,Londor Pale Shade - Red Phantom [Irithyll]
27900,Lion Knight Albert
27920,Lion Knight Albert
28000,Daughter of Crystal Kriemhild
28040,Daughter of Crystal Kriemhild [Cemetery of Ash]
28100,Unkindled Watchdog [Road of Sacrifices]
28200,Unkindled Watchdog [Road of Sacrifices]
28300,Unkindled Brigand [Cathedral of the Deep]
28400,Unkindled Thief [Cathedral of the Deep]
28500,Fallen Knight [Cathedral of the Deep]
28600,Court Sorcerer [Profaned Capital]
28700,Havel the Rock [Archdragon Peak]
28800,Drakeblood Knight [Archdragon Peak]
28900,Unkindled Ricard [Archdragon Peak]
29000,Drang Knight - Hammers [Irithyll]
29100,Drang Knight - Spears [Irithyll]
29200,Knight Slayer Tsorig [Smouldering Lake]
29220,Knight Slayer Tsorig - White Phantom [Smouldering Lake]
29240,Knight Slayer Tsorig [Catacombs of Carthus]
29241,Knight Slayer Tsorig
29340,Creighton the Wanderer - Red Phantom [Irithyll]
29341,Creighton the Wanderer - Red Phantom [Irithyll]
29440,Alva- Seeker of the Spurned [Irithyll Dungeon]
29540,Longfinger Kirk [Cathedral of the Deep]
29998,null
29999,### Custom NPC ###
30100,Luyila of Londor [Lothric Castle]
30200,Forgotten Locklin [Farron Keep]
30300,Holy Knight Morton [Catacombs of Carthus]
30500,Tiny [Lothric Castle]
30600,Captain Morrel [High Wall of Lothric]
30700,Dominatrix Sharron [Lothric Castle]
30800,Sanctum Knight Norjask [Cathedral of the Deep]
30900,Tomb Raider Dyfan [Catacombs of Carthus]
31000,Chaos Servant Eygor [Smouldering Lake]
31100,Unstoppable Ifrit [Irithyll of the Boreal Valley]
31200,Fester the Jester [Profaned Capital]
31300,Inquisitor Ashford [Consumed King's Garden]
31500,Corrupted Knight Lloyd [Irithyll Dungeon]
31600,Huntmaster Ava [High Wall of Lothric]
31700,The Pursuer [High Wall of Lothric]
31710,The Pursuer [Lothric Castle]
31720,The Pursuer [Grand Archives]
31730,The Pursuer [Irithyll of the Boreal Valley]
31740,The Pursuer [Profaned Capital]
31800,Eccentric Archibald [Undead Settlement]
31900,Jailer Eileen [Irithyll Dungeon]
32000,Ollis the Merciless [Irithyll of the Boreal Valley]
32100,Vileblood Annalise [Profaned Capital]
32200,The Forlorn [Road of Sacrifices]
32900,Lord Zakar [Kiln]
33000,Glaive Master Hodir [Ringed City]
33100,Ezekiel the Penetrator [Ariandel]
33200,Eija the Shadow [Ariandel]
33300,Ironclad Xavier [Dreg Heap]
33400,Freya the Wretched [Ringed City]
33500,Nahor the Fallen [Ringed City]
33600,Easterner Iazeel [Ringed City]
33700,Gaius the Mighty [Archdragon Peak]
33800,Quintus the Monstrous [Grand Archives]
34200,Blacksmith's Nightmare [Untended Graves]
34300,Frozen Knight Torbjorn [Ariandel]
34400,Bewitched Knight Iwai [Profaned Capital]
34500,Wandering Knight Osvaldo [Irithyll of the Boreal Valley]
34600,Lord Takatsuji [Profaned Capital]
34700,Lieutenant Ugali [Profaned Capital]
34800,Lieutenant Hanji [Profaned Capital]
34900,Ashen Keeper Sofija [Untended Graves]
35000,Hallowed Knight Orthell [Cathedral of the Deep]
35100,Dragon Hunter Karstark [Archdragon Peak]
35200,Disciple of Alsanna [Ariandel]
35300,Pot King Greg [Untended Graves]
35400,Spurned Shade [Abyss]
35500,Ancient Soldier Varg [Boss]
35600,Afflicted Graverobber [Boss]
35700,Cerah the Old Explorer [Boss]
35800,Dragon Cultist [Archdragon Peak]
35900,The Father [Smouldering Lake]
36000,The Mother [Smouldering Lake]
36100,The Child [Smouldering Lake]
36200,Ashen Hunter Yafuh [Irithyll]
49998,null
49999,### Summons ###
50000,Sellsword Luet - Cemetery of Ash
50001,Sellsword Luet - Undead Settlement
50002,Sellsword Luet - Profaned Capital
50010,Maldron the Assassin - Irithyll
50011,Maldron the Assassin - Betrayer
50020,Huntmaster Ava - Consumed King's Garden
103008,null
103009,### Boss - NPCs ###
103010,Mirror Knight - Mad Warrior
103020,Mirror Knight - Hallowed Knight
699998,null
699999,### NPC ###
721300,Domhnall of Zena
721400,Marvelous Chester
721500,Crestfallen Merchant
721600,Astrologer Lillian
721700,Magnum Ursus
721800,Alchemist Jiji
721900,Solaire of Astora
722000,Master Benjin
722100,Conjurator Ellie
722200,Occultist Grudore
722400,Oathkeeper Xavius
722500,Sorcery Scribe
722600,Pyromancy Scribe
722700,Miracle Scribe
722800,Hex Scribe
722900,Priestess Emilia
723000,Knight Lun
724000,Bone Collector
725000,Abyss Watcher Vernix
999998,null
999999,### Enemies ###
1000000,Bonfire
1000001,null
1000002,null
1000003,null
1000004,null
1000005,null
1000006,null
1000010,1000010: [For the weapon animation confirmation] ◎ 01 Dagger (id_20: Dagger)
1000011,1000011: [For the weapon animation confirmation] ◎ 01 Dagger (id_72: Cut)
1000012,1000012: [Weapon anime confirmation] ☆ 01 Dagger (id_71: Paris)
1000013,1000013: [Weapon anime confirmation] × 01 dagger (id_153: Advantage)
1000014,null
1000015,null
1000016,null
1000017,null
1000018,null
1000020,1000020: [For the weapon anime confirmation] ★ 02 Straight Sword (id_23: Long)
1000021,1000021: [Weapon anime confirmation] ☆ 02 Straight Sword (id_53: Cut)
1000022,1000022: [Weapon anime confirmation] ☆ 02 Straight Sword (id_54: Piercing)
1000025,1000025: [Weapon Anime confirmation] (02) Straight Sword (id_57: Dark Wraith)
1000026,1000026: [Weapon Anime confirmation] × 02 Straight Sword (id_ TBA: Brother Ssangyong)
1000027,null
1000028,null
1000029,null
1000030,1000030: [Weapon anime confirmation] ☆ 03 Large Sword (id_25: Basso)
1000031,1000031: [Weapon anime confirmation] ☆ 03 Large Sword (id_74: thrusting)
1000033,1000033: [Weapon Anime confirmation] (04) (ID_80: Black Knight)
1000034,1000034: [Weapon Anime confirmation] (04) (id_131)
1000035,1000035: [Weapon anime confirmation] × 04 Large Sword (id_154:04 Sword of the Old King of caries)
1000036,1000036: [Weapon anime confirmation] × 04 Large sword (id_155: Prince of twins 04 sword)
1000037,1000037: [Weapon anime confirmation] × 04 Large Sword (id_156.: 04 Sword of the King of the Evil)
1000038,1000038: [Weapon Anime confirmation] (04) (id_157)
1000039,1000039: [Weapon anime confirmation] ○ 04 Large Sword (id_158: Moonlight 04 Sword)
1000040,1000040: [Weapon anime confirmation] × 04 Large sword (id_159.
1000041,null
1000042,null
1000048,null
1000049,null
1000050,1000050: [Weapon Anime confirmation] ★ 05 Oversized Sword (id_26: normal)
1000051,1000051: [For the weapon anime confirmation] ○ 05 Oversized Sword (id_95: thrusting)
1000052,1000052: [For the weapon anime confirmation] ◎ 05 Oversized Sword (id_128: Black Knight)
1000053,1000053: [Weapon Anime confirmation] ★ 05 Oversized Sword (id_160: zwei)
1000054,1000054: [For the weapon animation confirmation] △ 05 Oversized sword (id_163: Smoke)
1000056,1000056: [For the weapon anime confirmation] × 05 Oversized sword (id_161: Warden of the Abyss)
1000057,1000057: [Weapon Anime confirmation] × 05 Oversized Sword (id_162:05 Oversized Sword of the old king of Caries (red))
1000058,1000058: [For Weapon animation confirmation] × 05 oversized sword (id_ undecided: 05 oversized Sword of Prince twins)
1000059,null
1000060,1000060: [Weapon anime confirmation] ◎ 06 Sword (id_27: Ray Pier)
1000061,1000061: [Weapon anime confirmation] (06) (ID_27: Shield tock)
1000062,1000062: [Weapon anime confirmation] ◎ 06 Sword (id_113: Estoc)
1000063,1000063: [Weapon anime confirmation] (06) (id_113: Estoc Shield tock)
1000064,1000064: [Weapon anime confirmation] (06) (ID_115: Ricard)
1000065,1000065: [Weapon anime confirmation] (06) (id_115: tock)
1000066,null
1000067,null
1000070,1000070: [For the weapon animation confirmation] ◎ 07 Song Sword (id_28: Farsi)
1000071,1000071: [For the weapon anime confirmation] ◎ 07 Song Sword (id_164:07 Song Sword of the death of Salivan)
1000072,1000072: [For the weapon animation confirmation] ◎ 07 Song Sword (id_165: Moonlight of Missing Moon)
1000073,null
1000080,1000080: [For the weapon animation confirmation] ◎ 08 Light Sword (id_151: Scimitar)
1000081,1000081: [For the weapon animation confirmation] ◎ 08 Light Sword (id_99: Shorty)
1000082,1000082: [Weapon anime confirmation] △ 08 Light Sword (id_101: Painting Mamoru)
1000090,1000090: [For the weapon animation confirmation] ◎ 09 Sword (id_29: normal)
1000091,1000091: [Weapon Anime confirmation] ☆ 09 Sword (id_90: Shigurui)
1000092,null
1000100,1000100: [Weapon anime confirmation] ☆ 10 Sword (id_51: normal)
1000101,1000101: [Weapon anime confirmation] ☆ 10 Series Sword (ID_166: Observer Wolf of the Abyss)
1000102,null
1000110,1000110: [Weapon Anime confirmation] ★ 11 AX (id_30: Battle)
1000111,1000111: [Weapon anime confirmation] ◎ 11 ax (id_102: Small axe)
1000112,1000112: [Weapon Anime confirmation] (11 ax (id_103: Meat disconnect)
1000113,1000113: [Weapon Anime confirmation] × 11 ax (id_167:4 Knight Axe)
1000120,1000120: [Weapon anime confirmation] ◎ 12 Large ax (id_32: Great)
1000122,1000122: [Weapon Anime confirmation] ○ 12 Large Ax (id_107: Black Knight)
1000123,1000123: [Weapon Anime confirmation] × 12 large ax (id_168: Wood daemon 12 large ax)
1000124,1000124: [Weapon Anime confirmation] × 12 large ax (id_169: Hallec 12 large ax)
1000125,null
1000130,1000130: [Weapon Anime confirmation] ★ 13 Mallet (id_33: Mace)
1000131,1000131: [Weapon anime confirmation] × 13 mallet (id_59: Club)
1000132,null
1000133,null
1000140,1000140: [For the weapon animation confirmation] ◎ 14 Large mallet (id_35: Large)
1000141,1000141: [For the weapon anime Confirmation] (14) (ID_70: Sumo)
1000142,1000142: [Weapon anime confirmation] ○ 14 Large Mallet (id_171: pickaxe)
1000143,1000143: [Weapon Anime confirmation] × 14 Otsuchi (id_172: Gargoyle Torch)
1000144,1000144: [Weapon Anime confirmation] × 14 Otsuchi (id_173:14 Otsuchi Full Armor Deb)
1000145,1000145: [Weapon Anime confirmation] × 14 Otsuchi (id_174:14 Otsuchi of ash daemon)
1000146,null
1000147,null
1000148,null
1000149,null
1000150,1000150: [Weapon anime confirmation] ◎ 15 spear (id_36: Spear)
1000151,1000151: [Weapon Anime confirmation] ★ 15 Spear (id_36: Shield tock)
1000152,1000152: [Weapon anime confirmation] ◎ 15 Spear (id_63: Payment)
1000153,1000153: [Weapon Anime confirmation] ★ 15 Spear (id_63: tock Shield)
1000154,1000154: [Weapon Anime confirmation] (15 spears) (id_67: Pike)
1000155,1000155: [Weapon Anime confirmation] (15 spears (id_134: Fork)
1000156,1000156: [Weapon Anime confirmation] (15 spears (id_68: Dragon Hunt)
1000157,1000157: [Weapon Anime confirmation] (15 spears) (id_177: Lance)
1000159,1000159: [Weapon Anime confirmation] × 15 spear (id_175: Spear of Gargoyle)
1000160,1000160: [Weapon Anime confirmation] × 15 spear (id_176: Sword Spear of the King of the Storm)
1000161,1000161: [Weapon Anime confirmation] × 15 spear (id_178: Spear of Salivan)
1000162,null
1000163,null
1000164,null
1000168,null
1000169,null
1000170,1000170: [Weapon anime confirmation] ◎ 16 axe Spear (id_38: Grace)
1000171,1000171: [Weapon anime confirmation] ◎ 16 ax Spear (id_108: Halwa)
1000172,1000172: [Weapon Anime confirmation] × 16 axe spear (id_112: Black Knight)
1000173,null
1000174,null
1000175,null
1000177,null
1000178,null
1000180,1000180: [Weapon Anime confirmation] (17) (id_50: Normal)
1000181,1000181: [Weapon Anime confirmation] × 17 sickle (id_179: Salivan's sickle of death)
1000182,1000182: [Weapon Anime confirmation] × 17 sickle (id_180: Craving)
1000190,1000190: [Weapon anime confirmation] ◎ 18 Cane (id_41: normal)
1000200,1000200: [Weapon Anime confirmation] ★ 19 Talisman (id_52: Normal)
1000201,1000201: [Weapon Anime confirmation] × 19 talisman (id_185: Tin)
1000210,1000210: [Weapon Anime confirmation] (20) (id_149: Normal)
1000220,1000220: [For the Weapon animation confirmation] (id_43: normal)
1000230,1000230: [For the Weapon animation confirmation] (22 bows (id_44: Long)
1000231,1000231: [Weapon Anime confirmation] ★ 22 Bows (ID_81: short)
1000232,1000232: [For the Weapon animation confirmation] (22 bows (id_81: Faris)
1000240,1000240: [Weapon anime confirmation] ☆ 23 Miyakonojo (id_83: Dragon Hunt)
1000241,1000241: [Weapon Anime confirmation] (23 Miyakonojo (id_184: Aaron)
1000250,1000250: [For confirmation of weapon animation] ◎ 24 Crossbow (id_46: normal)
1000251,1000251: [Weapon Anime confirmation] × 24 Crossbow (id_84: Aveiro)
1000253,null
1000254,null
1000260,1000260: [For the weapon animation confirmation] ◎ 25 fist (id_42)
1000261,1000261: [Weapon anime confirmation] × 25 fist (id_123: Dark Hand)
1000262,1000262: [Weapon anime confirmation] × 25 fist (id_181: Wood daemon Knuckle)
1000263,null
1000280,1000280: [Weapon anime confirmation] ◎ 27 Sword Song (id_151)
1000281,1000281: [For the weapon anime Confirmation] (27) Sword Song (id139: Tracker)
1000283,1000283: [Weapon Anime confirmation] × 27 Sword Song (id_182: Elite Dead)
1000290,1000290: [Weapon anime confirmation] ◎ 28 twin-Sword Ax (id_138: Deb)
1000310,1000310: [Weapon Anime confirmation] ○ 29 Sword Dagger (id_141)
1000320,1000320: [Weapon anime confirmation] ○ 30 Twin Sword Straight Sword (id_142)
1000330,1000330: [Weapon anime confirmation] ○ 31 Sword Sword (id_144)
1000340,1000340: [Weapon anime confirmation] ◎ 32 double Sword Spear (id_145)
1000350,1000350: [Weapon anime confirmation] ◎ 33 Sword Fist (id_152)
1000360,1000360: [For the Weapon animation confirmation] ○ 34 Sword Claw (id_146)
1000370,1000370: [For the weapon animation confirmation] ◎ 35 twin-Sword Mallet (id_148)
1000380,1000380: [For the weapon animation confirmation] ◎ 37 small shield (ID_48)
1000381,1000381: [For the weapon animation confirmation] ◎ 37 small shield (id_91: Strong Paris)
1000382,null
1000390,1000390: [Weapon anime confirmation] ◎ 38 medium shield (ID_150)
1000391,1000391: [Weapon anime confirmation] × 38 medium shield (id_93: Spike)
1000392,null
1000393,null
1000394,null
1000400,1000400: [Weapon anime confirmation] (39) (ID_47)
1000401,1000401: [Weapon Anime confirmation] × 39 large shield (id_94: Havel)
1000402,1000402: [Weapon Anime confirmation] × 39 large shield (id_126: Wheels)
1000403,null
1000404,null
1000405,null
1000410,1000410: [Weapon Animation confirmation] (40 torches) (id_49)
1000500,null
1000510,null
1000520,null
1000530,null
1000540,null
1000550,null
1000560,null
1000570,null
1000580,null
1000590,null
1000600,null
1000610,null
1000620,null
1000630,null
1000640,null
1000650,null
1000660,null
1001000,null
1001010,null
1001020,null
1001030,null
1001040,null
1001050,null
1001060,null
1001070,null
1001080,null
1001090,null
1001100,null
1001110,null
1001120,null
1001130,null
1001140,null
1001150,null
1001160,null
1001170,null
1001180,null
1001190,null
1010010,1010010: [Weight anime confirmation] light weight Confirmation
1010020,1010020: [Weight Anime confirmation] Medium Volume confirmation
1010030,1010030: Check weight anime confirmation
1010040,1010040: [mass animation confirmation] Overweight confirmation
1010100,null
1010110,null
1010111,null
1010112,null
1010113,null
1010114,null
1010115,null
1010116,null
1010117,null
1010118,null
1010119,null
1010120,null
1010900,null
1011000,null
1011001,1011001: [Magic Confirmation] Arrow System of Seoul
1011002,1011002: [Magic Confirmation] the mass system of the chasing soul
1011003,1011003: [Magic Confirmation] enchanted System
1011004,1011004: [Magic Confirmation] mimicry- curse resistance- healing- Hakuryu breath
1011005,1011005: [Magic Confirmation] other convenient system
1011100,null
1011101,1011101: [Miracle Confirmation] Recovery system
1011102,1011102: [Miracle confirmation] Attack system
1011103,1011103: [Miracle confirmation] Defense system
1011104,1011104: [Miracle Confirmation] convenient system
1011105,1011105: [Miracle Confirmation] enchant system- pledge system
1011106,null
1011200,null
1011201,1011201: [Confirmation of Magic] Fire ball system
1011202,1011202: [Magic Confirmation] Flame storm system
1011203,1011203: [Magic Confirmation] short range attack system
1011204,1011204: [Magic Confirmation] State abnormal system- convenient system
1011205,null
1011206,null
1011207,null
1011500,null
1011501,null
1011502,null
1011503,null
1011504,null
1011505,null
1011506,null
1011507,null
1011508,null
1011509,null
1011510,null
1011511,null
1011512,null
1011513,null
1011514,null
1011515,null
1011516,null
1011517,null
1011518,null
1011519,null
1011521,null
1011522,null
1011523,null
1011524,null
1011525,null
1011526,null
1011527,null
1011528,null
1011529,null
1011530,null
1011531,null
1011532,null
1011533,null
1011534,null
1011537,null
1011538,null
1011539,null
1011541,null
1011543,null
1011545,null
1011548,null
1011549,null
1011550,null
1011551,null
1011552,null
1011553,null
1011554,null
1011555,null
1011556,null
1011557,null
1011558,null
1011559,null
1011560,null
1011561,null
1011562,null
1011564,null
1011565,null
1011566,null
1011567,null
1011568,null
1011569,null
1011570,null
1011573,null
1011574,null
1011575,null
1011576,null
1011577,null
1011578,null
1011579,null
1011580,null
1011581,null
1011582,null
1011583,null
1011584,null
1011585,null
1011586,null
1011587,null
1011589,null
1011590,null
1011591,null
1011592,null
1011593,null
1011594,null
1011595,null
1011596,null
1011597,null
1011598,null
1011599,null
1011600,null
1011601,null
1011602,null
1011603,null
1011604,null
1011605,null
1011606,null
1011608,null
1011609,null
1011610,null
1011611,null
1011700,null
1011701,null
1011702,null
1011703,null
1011800,null
1011810,null
1011820,null
1011830,null
1011840,null
1011850,null
1012001,1012001: [Item confirmation] online system
1013001,null
1013002,null
1013003,null
1013004,null
1013005,null
1013006,null
1013007,null
1013008,null
1013009,null
1013010,null
1013011,null
1013012,null
1013013,null
1013014,null
1013015,null
1013016,null
1013017,null
1013018,null
1013019,null
1013020,null
1013021,null
1013022,null
1013023,null
1013024,null
1013025,null
1013026,null
1013027,null
1013028,null
1013029,null
1013030,null
1013031,null
1013032,null
1013033,null
1013034,null
1013035,null
1013036,null
1013037,null
1013038,null
1013039,null
1013040,null
1013041,null
1013042,null
1013043,null
1013044,null
1013045,null
1013046,null
1013047,null
1013048,null
1013049,null
1013050,null
1013051,null
1013052,null
1013053,null
1013054,null
1013055,null
1013056,null
1013057,null
1013058,null
1013059,null
1013060,null
1013061,null
1013062,null
1013063,null
1013064,null
1013065,null
1013066,null
1013067,null
1013068,null
1013069,null
1013070,null
1013071,null
1013072,null
1013073,null
1013074,null
1013075,null
1013076,null
1013077,null
1013078,null
1013079,null
1013080,null
1013081,null
1013082,null
1013083,null
1013084,null
1013085,null
1013086,null
1013087,null
1013088,null
1013089,null
1013090,null
1013092,null
1013093,null
1013094,null
1013095,null
1013096,null
1013097,null
1013098,null
1013099,null
1013100,null
1013101,null
1013103,null
1013104,null
1013105,null
1013106,null
1013107,null
1013108,null
1013109,null
1013110,null
1014001,null
1014002,null
1014003,null
1014004,null
1014005,null
1014006,null
1014007,null
1014008,null
1014009,null
1014010,null
1014011,null
1014012,null
1014013,null
1014014,null
1014015,null
1014016,null
1014017,null
1014018,null
1014019,null
1014020,null
1014023,null
1014024,null
1014025,null
1014026,null
1014027,null
1014028,null
1014029,null
1014030,null
1014031,null
1014032,null
1014033,null
1014034,null
1014035,null
1015000,null
1015001,null
1015002,null
1015003,null
1015004,null
1015005,null
1015006,null
1015007,null
1015008,null
1015009,null
1015011,null
1015012,null
1015013,null
1015014,null
1015015,null
1015016,null
1015017,null
1015018,null
1015019,null
1015020,null
1015021,null
1015022,null
1015023,null
1015024,null
1015025,null
1015026,null
1015027,null
1015028,null
1015029,null
1015030,null
1015031,null
1015032,null
1015033,null
1015034,null
1015035,null
1015036,null
1015037,null
1015038,null
